Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Unique Received From Addresses,min value received,max value received ,avg val received,min val sent,avg val sent,total transactions (including tnx to create contract,total ether received,total ether balance
0x1E89039e26c0b7f0E922011dbF3e16a230255cd8,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x45031f4029903c61df989cdb7c197c37a494bc46,0,0.0,1910.97,244604.37,4,0.0,0.535222,0.190571,0.0,0.0,129,24.39306129,24.39306129
0x77899a51048d0a1340f0d48954e9d6716d4e8f5d,0,108.75,0.0,326.25,1,101.0,101.0,101.0,0.01,33.66617100000001,4,101.0,0.001488218
0xa8afa9a714e06b9eb1b500617494ac213f2d428a,1,489.06,529.23,3054.87,2,0.004005,0.721303,0.438436,0.018071,0.117379,6,1.31530802,0.96317202
0x470eff120fe8a29a7fa834c8fb786dbd850d888f,0,2111.31,432.15,165734.52,14,0.019,37.914065,9.160614,6.548927,225.490801,333,2931.396345,0.01592824
0xf454a6fe9e03ce9933f6def24f56c4dc94dc0d13,1,11.49,0.0,34.48,1,0.05,0.05,0.05,0.0,0.014529615,4,0.05,0.006411156
0x48ecfaf5144117d01be9cd0e6d824632a8391006,0,0.0,0.0,26.02,1,1.0,1.0,1.0,0.9978,0.9978,2,1.0,0.0022
0xbf863b57322a1e634388946f942306393a5d4c69,1,0.0,21.96,8613.27,2,0.999517,1.0,0.999758,1.998467,1.998467,3,1.999517,0.00105
0x774148e22f021972bfe082e1548e5d9dc6e1d76e,1,34.17,300.78,1606.4,5,0.05,0.847937,0.239587,0.051,0.395965,8,1.1979374,0.0100424
0x76e0662c7e63e6e1c440016cf0acd7b12f37e029,0,90.3,4483.98,18297.15,4,0.028,1.865,0.7135,0.027418,0.71304,8,2.854,0.001841532
0x6d4eac0e6b308a71578b163337abb78fe21e0221,0,157.73,0.0,315.47,1,101.0,101.0,101.0,0.197195,50.499286,3,101.0,0.001428506
0xa477b13b714b42f47e7029a30d3f220668a08d5d,1,6302.58,30688.6,364433.47,7,0.00124379,0.51159618,0.1916302399999999,0.0,0.1228471428571428,23,1.72467216,0.00481216
0x183549a7143f29e7924e4ccf5a78e64ba05f16e5,0,32.45,0.47,325.95,3,0.635877,97.869587,33.666667,1.0,10.09949,13,101.0,0.005100218
0x05ac993b8ffb0bba70431edf96e339ababec91b5,0,0.0,0.0,5.8,1,0.1094,0.1094,0.1094,0.108614,0.108614,2,0.1094,0.00078606
0x7e08ffd14b62a22ed60c6aec8e0cb0899b4affde,0,0.0,5020.89,45188.05,7,0.055788,2.51046,1.150514,0.0,0.0,10,10.35462685,10.35462685
0x316b3b83c33b20249b61ded124f2620d8e823793,1,16661.88,9089.2,124215.73,9,0.054,74.510775,15.623863,74.517344,78.113672,12,156.2386254,0.011281
0x613f893946623af95d60c72a51a50e7eafa469fb,0,13159.9,1941.92,437329.9,3,0.010344,0.136403,0.100214,0.338056,0.647878,127,11.02357173,0.009651372
0x1cbf0fe18f936d6b6e721341c63a7dec833c0db4,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x9e55507a10af47f0a60493e77af432d588b9907b,1,39924.45,33.45,40593.45,18,0.0,7.99,1.3579879232269456,27.15889746453892,27.15889746453892,21,27.15975846453892,0.000861
0x9a3cb46d24a3635fae7f111d20ee454b3584a989,1,0.8,0.0,0.8,1,0.003704598,0.003704598,0.003704598,0.0,0.0,2,0.003704598,0.003704598
0x5cc3fe983d52393627ea43f7af8031c9a7d18999,0,1.52,77415.12,154833.28,1,0.167482,1.159941,0.6637109999999999,0.166642,0.662976,4,1.327422767,0.00147
0x8341e68bab7181c63ee42834ddd5f1dfe5db84a8,0,0.0,1116.81,966040.98,1,0.0,0.0,0.0,0.0,0.0,865,0.0,0.0
0x3b5744c7f340e0d2dcf7a072a4c963b9a43c982b,1,2102.77,1232.06,300839.82,30,0.00247,5.49992,0.136787,0.004,0.250786,194,16.82485641,-0.980948963
0x4ae72eeef8bfcc55f1b90d9e54e09ed41959d17d,0,2188.46,28924.42,184488.8,2,0.015844,1.000822,0.8362290000000001,0.986657,0.99722,11,5.017375932,0.031275258
0x7aab188b4ad75b34ff9bfe46b4294082273fea8b,0,0.0,7367.9,198933.43,3,0.0,1.00158,0.8562209999999999,0.0,0.0,28,23.11797834,23.11797834
0x9a0552c3400436317a34d5c91773c2de5091309a,0,75742.11,10802.88,270437.85,2,0.003482,0.239518,0.064899,0.0025,0.08586,7,0.25959702,0.002016
0xae72596d94c73c2870d83ba846da5680ae4a66d6,0,964.23,19053.01,501626.9,16,0.0008,20.012,5.036538,0.0,2.62686,70,120.87690990000002,0.041365102
0x94c4534f834b3da9e8c677d92ee173d99de2baf2,1,13.27,225.26,1007.62,2,0.9951669,6.080038622383445,3.0513306187638256,0.0,0.9270164946610382,28,9.153991856291476,-14.021420510234476
0x526793cab75c32d7f74eef912373d59a71563f9b,0,2656.38,93557.4,980732.58,9,0.029097,18.518066,3.274188,0.00188,1.925012,27,32.74187691,0.01666615
0x46e92f6dc9a3ef7329e506e3834d6b36160126fc,1,0.0,18660.71,119211.8,6,0.003281,6.0,1.184547,7.020217,7.020217,7,7.10727983,0.08706332
0xb25ec5632d69256c11b54b4dda3b72671cf0a4fb,0,17881.67,3928.13,257789.48,9,0.052291,12.952204,3.546222,0.0,5.071187,23,39.00844597,-21.84579624
0xb68b7cdfa293c2a121dcfa407e4e507699ffe24a,1,1631.72,1728.93,675865.82,16,0.007,127.408391,6.679687081618818,0.0,0.6686097270391125,412,247.14842201989623,-3.580225619770925
0x25e3919c011cc163ceac305e0045a7690d2371b6,0,5471.79,6321.19,615585.58,15,0.00259,20.99,5.010721,0.0,1.938295,108,145.3109216,-7.81440836
0xbfb7e92ff607f3367fd976add58bd656496b5750,0,0.0,2428.85,291461.57,6,0.0,1.420211,0.6133850000000001,0.0,0.0,121,73.6062338,73.6062338
0x2423a3bdb6acb420b297c396857c62fdbb4254f3,1,11137.68,0.0,11137.68,1,0.49811364,0.49811364,0.49811364,0.497672,0.497672,2,0.49811364,0.00044164
0x7192ae7bb891159788fe9788d151463983cca869,1,4184.24,10042.83,721396.33,39,0.0,0.991184,0.0350662745833771,0.0,0.036837763754592,101,1.7883800037522333,-0.053508183977367
0x6668bd45b15e2775f03e738ef6257637a9745287,1,0.0,222.61,2448.75,11,0.5,5.0,1.118801,0.0,0.0,11,12.30680948,12.30680948
0xa23203c466a57649b83687a3d9129d3ec427c50a,1,0.0,487.41,6588.6,11,0.001003,2.199727,0.985615,10.840906,10.840906,12,10.84176659,0.0008609999999999
0x76390bd6cfebcf6011ff6a0d7443a52f729a8cd6,0,0.0,151663.04,303326.08,2,0.0574419999999999,0.132443,0.094942,0.0,0.0,2,0.18988462,0.18988462
0xb87d20518c91398cfc85e8ca1d337d6bfd9914d7,0,0.0,10309.57,814456.03,5,0.010011,3.42524,0.142728,0.0,0.0,80,11.27553342,11.27553342
0x6741ea97daadff57309b7e158bc0e46219b60e84,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xb5a23a45242a68fc1d2e3e0943eb74205442aaec,0,0.0,3137.55,229041.22,4,0.0,1.003556,0.876791,0.0,0.0,74,64.00574627,64.00574627
0xa1401dcf74f3c15df9ddc87aebccca8d9f446255,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x91c5045dbed2066c8e68dd023329f6885a6540b0,1,194.22,4.14,1562.08,2,0.004,0.0132721,0.00863605,0.0,0.0,10,0.0172721,0.0172721
0x86b045a0f0e6c0f693745f6bb8558d62ac54f51c,0,20.32,0.0,60.97,1,101.0,101.0,101.0,10.0,33.666149,4,101.0,0.0015539999999999
0xc8428f2f654bca80ad74d009a48c5c56fc85ab9f,1,2603.48,2124.4,11101.07,3,0.0048952393324574,0.5,0.3762238098331144,1.5043282393324573,1.5043282393324575,5,1.5048952393324575,0.000567
0x08a1202b2c19fdea177c0294637894a7be2d4701,0,13.41,1682.52,3391.85,2,2.06072,4.711403,3.386061,2.057362,3.3768830000000003,4,6.77212271,0.0183571
0x39312ceb496a23cd748326cb0922b13618d9d332,0,2843.38,701.23,93523.65,28,0.009537,1459.45,116.53422,0.0,190.1628,57,3729.095025,-1024.974975
0x8c1473012fa6c8ce735bfedd8b6b308c6e32abdd,1,1658.75,0.0,1658.75,1,20.0,20.0,20.0,19.999916,19.999916,2,20.0,8.4e-05
0x440afd5cc0376f205a79d00d8da8e8beb8c3f3a7,0,1076.29,2719.84,141459.5,14,0.0,138.0,14.94534,0.0,14.05924,78,523.0869,-81.4604
0x774926d1df93ef35b2696518411882e30b98bdad,0,141.06,16562.46,66814.1,4,0.44,20.0,8.11,0.439559,8.109575,8,32.44,0.001701
0x4f043b470eef891527f81481fc2d348b8affc7d7,1,32137.9,0.0,64275.8,1,38.0,38.0,38.0,0.0,18.85,3,38.0,0.3
0x956729a9e9b2ff42a30c8bd8fbe380b2c714825b,1,0.0,21766.36,174130.92,4,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0
0x680f7bEa6EbA9AdcD0F47A0DE630CfA8F95Bf0ba,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xb64f875daa42173ccac0b01e502695b61a1a9a64,1,97.97,1086.09,9080.62,7,0.0,2.45,0.824677,0.499439,1.648493,12,6.59741735,0.003444
0x64e08d4c26890654e10412dbc2129f1d6595c81f,0,31.73,0.0,63.47,1,101.0,101.0,101.0,28.838528000000004,50.499475,3,101.0,0.00105
0x7c030200a2e8abab418bc58b4f43c46ceb4d9202,1,3073.44,6305.85,549509.85,23,0.0098,25.0,1.8771969909062265,0.0,1.4896619349696505,122,101.36863750893625,0.071625931
0x9B76AD3435E2cBd4e08FEeA210a9972465a4748C,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x8e41b7a2ce76f2d34ff5fee95961bba33faf3669,1,457.46,0.27,2289.75,9,1.0,22.0,4.9287329999994025,0.0455663902305659,8.871341399998924,14,44.358596999994624,0.00189
0x80e02ae8c5d5e482558caf32004e7d6281445f28,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x879a8eea3ea7811fbe7867a8984836d12dc1f9f4,1,143.27,95.03,1096.5,4,0.5,1.0,0.672605,0.5,0.537601,9,2.69042,0.002415
0xb19525b03fa1aaf9bb69635f8bcf34914dbafbf5,0,14803.05,91952.89,518976.65,4,0.01,0.351321,0.107082,0.0,0.0,9,0.5354095520000001,0.5354095520000001
0xbe1506417904dd1c808a8694a2c6e79a96c16b67,0,0.0,0.0,41.7,1,0.378043,0.378043,0.378043,0.376996,0.376996,2,0.37804325,0.001046957
0x1ccf09f238a9485de914022d47a99431b7ae9a2d,1,0.0,0.0,0.0,1,0.2,0.2,0.2,0.0,0.0,1,0.2,0.2
0xa6ec666a0f890473af86e6f7eaad2dba2a57c345,0,1522.03,29572.18,495985.32,3,1.99,240.095,55.843665,0.000716,59.565952,31,893.4986386,0.009351478
0x27f0259f58dd6b33c808cabe27f96810c0305a8f,1,1813.51,828.51,692540.02,173,0.0,2.1619,0.0622889061811346,0.0,0.0488381133470013,503,13.890426078393029,0.215754341232654
0xb24f7f6Dc927Da02BbbE89029E7281d187b489D5,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xbe01499838fcf1c5557056d6c37d0b953349c77d,0,0.0,4962.74,9925.48,1,2.62348,99.99916,51.31132,0.0,0.0,2,102.6226401,102.6226401
0x57aa0ca8ddc99096d150f0dd1e1bd50616d809c8,1,246.85,217.12,1145.07,3,0.0034,1.04065,0.392483,0.13298,0.588305,5,1.17745037,0.00084
0x0875c0774494a3cd9a2510f19fc5f2d5bc05b8a8,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xd47a0ce5d41eb793bd7008436082388b6894dc9e,1,0.0,405.23,11197.9,4,0.505966,3.495,1.497742,5.989916,5.989916,5,5.99096618,0.00105
0x2aaaea784267ac278d9a509ad32ebb065a5557a1,0,6.87,8045.95,64422.53,3,0.907003,28.824683,15.186757,0.906366,15.185691,16,121.4940585,0.008529502
0x41a47008ef6dcc1f3a477600dfb59cfb62d0251d,0,25.19,0.49,76.57,2,43.507541,57.492459,50.5,5.0,33.666163,5,101.0,0.001512
0x51c41ec1e6727d33680a179a0cc03e7e5f617bd5,0,166.69,0.0,333.38,2,46.47412,54.52588000000001,50.5,0.01,50.499487,4,101.0,0.001026218
0x3f53f6c9c1cfddb53398348a0bbf739196166362,0,2.87,5482.21,27416.8,4,1.567444,13.762196,5.130505,3.999535,12.825794,7,25.652525,0.000936954
0x9eae1412aed027c7ca1de3a544b6fb7d6a0096a1,0,21.68,0.0,65.03,1,101.0,101.0,101.0,1.09,33.666149,4,101.0,0.0015539999999999
0xacefd2ee744953afc4f3b69510c11a8639be2274,0,0.0,712.54,409707.98,4,0.0,2.423497,1.358906,0.0,0.0,576,781.3712222,781.3712222
0x49d1b99aa2267b7fea05cbcc480a94b0bd21938c,0,110.37,0.82,332.73,2,36.850729,64.149271,50.5,0.022139,33.666165,5,101.0,0.001506437
0x1e3f0b4efb8fce43d9e7bba3d3fd6fd25948b484,1,420.8,61.76,667.85,4,2.995,5.739832153957763,3.6837080384894407,14.73396590392536,14.73396590392536,5,14.73483215395776,0.000866250032403
0xad7df1642eb8bf83a7a9ad56028e4244e5d4cb2e,0,155.61,0.0,311.22,1,101.0,101.0,101.0,0.547765,50.499508,3,101.0,0.000984218
0xe9e837881c89e943c4c66e26031922bf8fc3f4f3,1,0.0,0.0,5874.2,1,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
0x51ac03d3400c868facda16389c8a3ca5cdb37b62,0,12.3,17566.13,158205.92,8,1.01,6.24958,2.745052,1.00853,2.744369,18,24.70547244,0.006150478
0x00de6bb8c4c4072aa4eb8d7e04d76a00d4621428,1,948.57,0.0,12331.38,1,3.1,3.1,3.1,0.0,0.2307692307692307,14,3.1,0.1
0xcba1e79e47dd511b87dcc69b279953543d453fc5,1,14.62,3015.9,45267.75,13,0.05,5.4,1.381016,5.0,10.356758,17,20.71523718,0.0017219999999999
0x120e4562ad3e7baf34dd319000a5f20a845db319,0,24.06,0.18,72.55,2,17.048517,83.951483,50.5,5.176794,33.666149,5,101.0,0.0015539999999999
0x40fadede5748a358839c708220b5ed878abbdc73,0,0.0,0.0,5.92,1,22.0,22.0,22.0,21.99916,21.99916,2,22.0,0.00084
0x34c4c642187966641220f1ce15dd738691c4f1aa,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x87691563a2f8cd6be4e0b63443e1766ea9d1e354,0,0.0,820.84,319306.77,8,0.0,4.9981,0.8058069999999999,0.0,0.0,390,313.4590502,313.4590502
0x392c96689469573cac591501fd19b924a4b0a6dd,0,0.0,26473.18,52946.35,2,0.0,20.0,10.0,0.0,0.0,3,20.0,20.0
0x27d65bb24f65cc45c60b67c8a2e86e0a045a1068,0,4.16,25898.91,129515.35,5,0.4995,3.456504,1.245729,0.4962470000000001,1.2440870000000002,10,6.22864488,0.00820996
0x7fac3c1e7e32cb490a96761fdcf80ed4a9941e62,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xDad1B9eDb80964F2Bbb45B4A98546F09c8D48a23,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x645125230e924d2db84be4cabf946c87d5be8935,1,981.06,112.64,4632.78,15,0.06,5.0,1.929674,4.944253,9.64751,18,28.94511432,0.002583
0xc338a88f149db6edf5b083561e19562fa9fe5b99,0,158.07,0.21,316.57,2,46.213102,54.786898,50.5,40.0,50.499508,4,101.0,0.000984218
0x42c7710fe50966101974fbe4fa37181a98c65cab,0,159.49,1.42,321.82,2,46.368926,54.631074,50.5,2.049405,50.499508,4,101.0,0.000984218
0x60322fafa022caebeecd0e037bd6b163dac3d485,1,1196.87,579.87,14176.8,8,5.89394118611e-05,3.0,1.1582873945260903,0.07569407,1.653712951194357,17,11.582873945260902,0.006883286900406
0x183f5f2a106802d65c3cecefe437de1c8327efd8,0,11.24,8137.89,105904.98,3,0.08,1.279046,0.319994,0.169303,0.414376,23,4.15991988,0.01615856
0x1e5c3a25a478cb23de3843f518582956ba1d2ac8,1,19227.17,1949.13,28972.82,5,0.58923528,12.43728596,5.832981896,29.164213128402327,29.16421312840233,6,29.16490948,0.000696351597669
0x6Dbbc4DE1ac9aaF73D8EBCF310Ec4F0A00c126cA,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x964623589a7e8064bd9f2816eb3af76daab1b274,0,25.06,0.49,76.17,2,45.054689,55.945311,50.5,1.075807,33.666163,5,101.0,0.001512
0x29e225d888cf11c5e67613bffd30bcf071eb3d4a,1,1789.2,161.94,141592.17,98,0.003904,25.001033,1.079788,0.0,1.751049,181,120.9362285,0.113843652
0x95ae5770f6bbe0326f48fcf582f02bd87ad525c4,1,3495.85,2.43,3615.05,49,0.01,0.5,0.2209266066938775,10.823408728,10.823408728,50,10.825403728,0.001995
0x936354c6c7bd87ab63e646db7b08b38738e5c896,0,0.0,2926.82,187316.47,3,0.0,14.771578,0.8017449999999999,0.0,0.0,65,51.31165512,51.31165512
0x82aA927292F51046c309e79f2a272bad474cDd7A,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xe7bf867e7f682a89f00da9ad0df2450037723630,1,1458.52,291.09,12522.9,33,0.0036660257997025,0.049055,0.0130534649579902,0.077825624834537,0.2118646718068393,35,0.4307643436136786,0.007035
0x10b895676f843a674c5c188299a884d09f44b69d,1,392.23,864.17,47890.23,25,0.0035029337069795,8.88754061,1.288293197583819,0.0,1.003737381012211,86,38.64879592751457,-17.56049740916925
0x918442cb0d45f0bfaa517465021387d0af66b3bc,0,0.0,1041.06,3123.18,1,1.0,2.5771,1.6387,0.0,0.0,4,4.9161001,4.9161001
0xa2818e01a3aa1720ee87164fb81de1509a286f4d,1,9239.35,54.42,9674.7,8,0.01891146,6.0,2.187757015,19.387,19.387,9,17.50205612,-1.88494388
0x9017b7319e22fc7b71ebe291cae1f45bd2a7582c,0,28.15,713.44,150664.98,13,0.1,76.9,18.103552,5.92658,35.352743,313,3747.435236,0.04452001
0x18054dde9707ea9e86f470584c9566b7d4ea72a1,0,4.77,50534.92,151619.07,3,2.0,30.04,12.68,1.9988,12.679161,6,38.04,0.00251749
0x9808bc3d3bd42d192860e18e3d4840e073da3d13,0,0.0,0.0,1.92,1,0.2,0.2,0.2,0.19946,0.19946,2,0.2,0.000540211
0x89b283d300aec3e8739cc517048a80fdf2418928,0,28.05,887.43,400399.77,1,0.196645,0.583045,0.230504,0.60135,1.021764,549,103.2656729,0.06752981
0x2139d89594d3c105b76518f90ec1cea0359be969,0,0.0,1659.47,229007.07,3,0.0,0.476226,0.24085,0.0,0.0,139,33.23729368,33.23729368
0x7b4952e2cc3bfcd67174e5543a4af80475249fcd,1,14578.57,442.81,17235.43,6,0.195,14.2,3.2358158333333336,19.41479,19.41479,7,19.414895,0.000105
0xc15ffcceb80e34a780a46795dbd126e2d65c4460,1,0.0,24.73,25620.18,16,0.0004,4.99,1.0916549999999998,20.740397,20.740397,20,20.74144745,0.00105
0x8e3cab8e3755a3cf0b24ed49e2e17d753d9e91bd,1,695.97,0.0,695.97,1,0.2310032,0.2310032,0.2310032,0.2301422,0.2301422,2,0.2310032,0.000861
0x4f85b82ac7efb1b230309091028e351b2a6e8a66,0,23.79,0.0,71.38,1,101.0,101.0,101.0,0.185396,33.666149,4,101.0,0.0015539999999999
0xb6751b16add74242ea28131ae7008f093734e455,1,0.0,91.96,800.0,4,0.5,1.1840000000000002,0.700982,2.802929,2.802929,5,2.80392923,0.001
0x7a376c1bc2f1a041d676b6a0307044d8ed8314d2,1,3132.89,1442.4,210233.18,106,0.0,0.1644417423549038,0.019028592442803,0.0,0.1372926916344464,127,2.112173761151144,-0.084509305
0x3a0356dc70790dc8e4fba51e63d69012cca6a662,0,161.92,0.5,324.83,2,49.33813,51.66187,50.5,0.75,50.499508,4,101.0,0.000984218
0x14b81baab2558b0411742610309de39e907b758c,0,11812.35,5597.11,1000993.2,15,0.001,595.01,30.859914,0.0,12.743355,100,894.9375,-9.840736
0x91799eab22cb660b06735cae0db42cea802aec31,0,6.62,2853.32,174469.18,23,0.01,500.0,61.944366,0.00958,59.977377,124,3778.606296,0.031567669
0xdb82af76f9ccddfe9e8f7996492f4c5bd5f9d53d,1,2213.77,147.2,5163.55,4,1.2,15.0,5.441473,1.19,13.598053,7,27.207365000000006,0.01126
0x7ff05442651fc3daa6d6a06f64cba30cad7b68b9,0,17.16,94.03,464661.43,707,7.77,4540.7,858.235774,31.999311,1130.943234,7978,3659517.34,-540805.8304
0xe7853dd873bf57b6aa9d5251b16f8b9d68c4ba76,1,2566.14,2611.21,119439.67,26,0.00101118,1.9971482,0.971689193,0.00832,2.005043771,46,30.12236497,0.04670841
0x13e1575e4e7e7e423d7492b4231b09fb2815259b,0,0.0,250.61,228802.5,4,0.0,5.626754,1.1898799999999998,0.0,0.0,914,1086.360227,1086.360227
0x6456b53971924d797a1a05e36daf0d3125f16a32,1,3292.68,202.08,3898.92,3,0.0030533015381211,1.1286,0.3916779057660404,1.1742462172981212,1.1742462172981212,4,1.1750337172981211,0.0007875
0x345e5599498397cc034c056816625737e221818a,0,2469.73,5983.05,45777.22,6,0.1,132.313351,42.500709,0.001,63.75059200000001,10,255.0042532,0.001886178
0x2eb5c67b8d64d4045b362be14e76a2aea2097dfd,0,421.85,13533.32,166618.25,3,0.00667,1.021095,0.807052,0.509228,0.967529,22,9.684618485,0.009330485
0x9386ff151225710c61747c7e314f317b6330453c,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x7d780236bf52a88e54469641bd9defdb8adf7b23,0,7121.48,51227.95,239141.57,2,0.03,4.0,1.412625,0.0,1.598216,15,4.23787395,-14.94072
0x878cce43a3b9d8a872a33d2d6ccd561e033707f4,1,0.0,8.81,413.38,3,0.3,0.625,0.408333,1.224139,1.224139,4,1.225,0.0008609999999999
0x6652d9ffbd60f7b3690839698708e4b27a462a60,1,862.12,128.53,5066.0,23,2.997,14.997,4.790535299898587,60.0,62.275,28,124.55391779736324,0.0039177973632596
0xcb142defc16c9b409272447d87c74b722b767f1f,1,81.29,544.37,2965.73,5,0.037845,1.999845,0.805055,0.0016,1.340533,8,4.025275,0.003675
0x41b9d703d0ef1d19f4b631604f45f663c5416bf8,1,170.16,0.0,1531.48,1,813.5287616675366,813.5287616675366,813.5287616675366,12.827236496536589,90.31413738850408,10,813.5287616675366,0.701525171
0xc5c1c58958899b52ec28f4900ad12927009ee2cd,0,162.38,0.63,326.03,2,29.874132,71.12586800000003,50.5,0.01,50.499508,4,101.0,0.000984218
0xaab56a192172d1d9ac18315f00c887258528ce07,1,38.15,319.71,13014.58,8,0.38,66.85501956,5.235209148333333,0.0,1.553393137833524,164,125.64501956,-91.83001973669334
0xed38e12f2a6b19c544d1144ed306b410070b8ff5,1,17017.78,1647.57,36788.57,11,0.0045845992092287,6.6806,1.339399099878599,16.102474198,16.102474198,13,16.072789198543187,-0.0296849994568115
0x26051542a1b858b8dfb20d0a9c8e9f8a607d9fc7,0,7.89,11289.95,124268.3,8,0.04,33.998129,12.083229,0.9878,13.291053,21,132.9155139,0.00498
0x130f3a59f9680b13977263efe8051f0963dec178,0,0.0,0.0,16.13,1,0.118719,0.118719,0.118719,0.118138,0.118138,2,0.1187192,0.000581532
0xc40e834321a52fd16a1ee453366454962916ae64,0,20.41,3366.34,108376.13,2,0.050137,0.12,0.05615,0.049087,0.054872,64,1.796790685,0.040883305
0x729d19f657bd0614b4985cf1d82531c67569197b,0,0.0,748.09,965782.23,16,0.0,0.0,0.0,0.0,0.0,1292,0.0,0.0
0x846a7ef51033b18ea0daaccca0fab60083a84c2b,0,0.0,8288.48,198923.4,6,0.0,19.899541,4.53949,0.0,0.0,25,108.9477528,108.9477528
0xcdd746703c11272c11c94959397da4abf1361b93,1,42.67,0.0,85.33,1,1.0,1.0,1.0,0.29,0.498203575,3,1.0,0.00359285
0xb0daf0daf56ccf7db89e1c972059bddf6d05f4aa,0,93855.18,2501.28,230232.18,1,0.001448,0.043736,0.016063,0.034423,0.136059,19,0.27307347,0.000955525
0x556ad0b1b25ca2198b65feddbe79c0c176bd8233,1,1040.97,1895.1,1728702.82,297,1.428e-05,1.931035,0.088621125,0.0,0.503284702,978,73.73277582,0.253209371
0x804a23cbe3c8bf2d28c5df28a88159821b97da9a,0,767.35,4817.13,362223.67,4,0.033486,0.433405,0.120706,0.033065,0.12212,129,7.845872691,0.03017988
0x7b338e93fb3123ca35c51c939766decaf9162ba0,0,3944.6,1870.38,34482.18,1,5.195,8.29,6.894,0.1,15.735809,14,68.94,5.996764
0x2b421006a88540cc2fd7d8ef9eb4148faad0bef2,0,665.93,1629.77,1034064.3,4,0.126367,1.0077459999999998,0.247472,0.01,1.144037,709,144.2762595,0.127546535
0xae7c219be2c85a91d4db43f2ede6db2541c03e54,0,0.0,1814.3,226787.22,3,0.0,0.338077,0.178617,0.0,0.0,126,22.32714776,22.32714776
0x3e59f50a5b0fe0f1b6dc46664d339174c2afd348,0,1831.69,14561.8,80135.78,2,0.001,15.01,4.6023,0.0,5.75236,9,23.0115,0.002060403
0x6997726e03707bf08032b8b6da935cae80524bca,1,7252.2,152.57,16487.75,13,0.001027,1.0,0.590879,0.4991390000000001,3.839855000000001,15,7.68143146,0.0017219999999999
0xb8c72ee2ef3b42b618120584d2417dcbf8ddbe4b,0,259.71,1064.89,250170.9,3,0.010098,0.057575,0.049615,0.020728,1.206928,244,11.5107124,-2.972428383
0x0986592bb5d960049809375d2832dda82c0dcb44,0,7.02,1451.37,176465.8,1,0.055069,1.687923,0.634642,0.054019,0.633532,242,76.79170838,0.1343333
0x7d5f788097e80d797064fde23a62caf8d18ee5a6,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x6e8b5a4f3f536b7b65d4b46160f2fbcbe0719caa,1,1315.55,32892.57,413128.57,7,0.001,0.967,0.251273245,0.0,0.2149126514335313,26,3.01527894,0.0065018199305617
0xadb71bfcc801eb6b4872c2b13a92ccd33f4bbf9e,0,0.0,0.0,11884.15,1,0.497892,0.497892,0.497892,0.487892,0.487892,2,0.49789202,0.01
0x5b523bd1a0346f52acf33dedd4ba697974cd86bc,0,0.0,1813.61,96121.4,7,0.0,100.0,8.080753999999999,0.0,0.0,54,428.2799423,428.2799423
0x3c6db2b5c99d4d3166b1333b5b5e8b06159216df,1,19.92,1649.58,7338.9,2,1.0,2.0,1.5,0.0,0.029545491,123,4.5,0.954541132
0x467dfcd7074247ee057b7a0fb0b46c2ed6dcdacb,0,0.0,0.0,5.7,1,2.339319,2.339319,2.339319,2.338847,2.338847,2,2.33931862,0.000471636
0x259efb559a5d9ed64ccf44bd5188b325dc4738c8,1,0.0,0.0,5.28,1,0.499034,0.499034,0.499034,0.498824,0.498824,2,0.499034,0.00021
0x9f925e71e834494bbedfc79540092ab0d3a0a9ed,0,198.83,8074.85,562212.68,2,0.1313099999999999,10.533958,1.145949,0.801269,1.178034,134,77.92454475,0.174294686
0xcd63cc929b889a0ccedd80d462ec44a5df1c26e1,0,0.0,0.0,1.62,1,1.000509,1.000509,1.000509,1.000089,1.000089,2,1.000509186,0.000420006
